调仓日,方向,代码,名称,参考价(元),手数(手),股数(股),金额(元),手续费(元),调仓原因
2022-11-16,持有,002843,泰嘉股份,23.38,--,--,--,--,继续持有
2022-11-16,持有,688331,荣昌生物,78.47,--,--,--,--,继续持有
2022-11-16,持有,688700,东威科技,170.0,--,--,--,--,继续持有
2022-11-16,持有,300260,新莱应材,92.06,--,--,--,--,继续持有
2022-11-16,持有,688600,皖仪科技,27.79,--,--,--,--,继续持有
2022-11-16,持有,688596,正帆科技,40.1,--,--,--,--,继续持有
2022-11-16,持有,688337,普源精电,103.6,--,--,--,--,继续持有
2022-11-16,持有,688270,ST臻镭,127.1,--,--,--,--,继续持有
2022-11-16,持有,300693,盛弘股份,52.6,--,--,--,--,继续持有
2022-11-30,卖出,688320,禾川科技,47.8,4,400,19120.0,23.9,移出持仓池
2022-11-30,卖出,002907,华森制药,24.85,8,800,19880.0,24.85,移出持仓池
2022-11-30,卖出,000721,西安饮食,8.11,24,2400,19464.0,24.33,移出持仓池
2022-11-30,卖出,688331,荣昌生物,72.57,2,200,14514.0,18.14,移出持仓池
2022-11-30,卖出,003005,竞业达,48.08,4,400,19232.0,24.04,移出持仓池
2022-11-30,卖出,688226,威腾电气,26.53,7,700,18571.0,23.21,移出持仓池
2022-11-30,卖出,300260,新莱应材,81.73,2,200,16346.0,20.43,移出持仓池
2022-11-30,卖出,688600,皖仪科技,26.57,7,700,18599.0,23.25,移出持仓池
2022-11-30,卖出,603383,顶点软件,44.39,4,400,17756.0,22.2,移出持仓池
2022-11-30,卖出,688596,正帆科技,36.82,5,500,18410.0,23.01,移出持仓池
2022-11-30,卖出,688337,普源精电,96.87,2,200,19374.0,24.22,移出持仓池
2022-11-30,卖出,603728,鸣志电器,29.21,6,600,17526.0,21.91,移出持仓池
2022-11-30,卖出,688270,ST臻镭,118.83,1,100,11883.0,14.85,移出持仓池
2022-11-30,买入,001270,*ST铖昌,110.99,1,100,11099.0,13.87,纳入持仓池
2022-11-30,买入,002728,特一药业,36.17,5,500,18085.0,22.61,纳入持仓池
2022-11-30,买入,002317,众生药业,37.66,5,500,18830.0,23.54,纳入持仓池
2022-11-30,买入,002518,科士达,51.15,3,300,15345.0,19.18,纳入持仓池
2022-11-30,买入,600303,曙光股份,7.8,25,2500,19500.0,24.38,纳入持仓池
2022-11-30,买入,688348,昱能科技,622.8,0,0,0.0,0.0,纳入持仓池
2022-11-30,买入,301168,通灵股份,75.18,2,200,15036.0,18.8,纳入持仓池
2022-11-30,买入,000948,南天信息,24.61,8,800,19688.0,24.61,纳入持仓池
2022-11-30,买入,300795,米奥会展,41.3,4,400,16520.0,20.65,纳入持仓池
2022-11-30,买入,600557,康缘药业,26.04,7,700,18228.0,22.79,纳入持仓池
2022-11-30,买入,603029,天鹅股份,26.87,7,700,18809.0,23.51,纳入持仓池
2022-11-30,买入,300813,泰林生物,85.09,2,200,17018.0,21.27,纳入持仓池
2022-11-30,买入,002603,以岭药业,44.9,4,400,17960.0,22.45,纳入持仓池
2022-11-30,持有,002992,宝明科技,61.79,--,--,--,--,继续持有
2022-11-30,持有,002866,传艺科技,47.52,--,--,--,--,继续持有
2022-11-30,持有,002868,*ST绿康,44.48,--,--,--,--,继续持有
2022-11-30,持有,300565,科信技术,28.55,--,--,--,--,继续持有
2022-11-30,持有,002077,大港股份,18.22,--,--,--,--,继续持有
2022-11-30,持有,600152,维科技术,15.14,--,--,--,--,继续持有
2022-11-30,持有,300910,瑞丰新材,134.15,--,--,--,--,继续持有
2022-11-30,持有,002514,*ST宝馨,13.14,--,--,--,--,继续持有
2022-11-30,持有,002843,泰嘉股份,23.43,--,--,--,--,继续持有
2022-11-30,持有,603701,德宏股份,21.13,--,--,--,--,继续持有
2022-11-30,持有,688659,元琛科技,24.67,--,--,--,--,继续持有
2022-11-30,持有,002634,*ST棒杰,11.32,--,--,--,--,继续持有
2022-11-30,持有,688248,南网科技,54.62,--,--,--,--,继续持有
2022-11-30,持有,300693,盛弘股份,55.39,--,--,--,--,继续持有
2022-11-30,持有,002865,钧达股份,196.45,--,--,--,--,继续持有
2022-11-30,持有,688700,东威科技,148.99,--,--,--,--,继续持有
2022-11-30,持有,688359,三孚新科,85.68,--,--,--,--,继续持有
2022-12-16,卖出,001270,*ST铖昌,110.8,1,100,11080.0,13.85,移出持仓池
2022-12-16,卖出,002514,*ST宝馨,11.44,17,1700,19448.0,24.31,移出持仓池
2022-12-16,卖出,002843,泰嘉股份,20.6,9,900,18540.0,23.18,移出持仓池
2022-12-16,卖出,002518,科士达,47.86,4,400,19144.0,23.93,移出持仓池
2022-12-16,卖出,300693,盛弘股份,50.74,3,300,15222.0,19.03,移出持仓池
2022-12-16,卖出,600303,曙光股份,6.5,30,3000,19500.0,24.38,移出持仓池
2022-12-16,卖出,002865,钧达股份,177.36,1,100,17736.0,22.17,移出持仓池
2022-12-16,卖出,688700,东威科技,135.2,1,100,13520.0,16.9,移出持仓池
2022-12-16,卖出,688348,昱能科技,516.76,0,0,0.0,0.0,移出持仓池
2022-12-16,卖出,301168,通灵股份,64.96,3,300,19488.0,24.36,移出持仓池
2022-12-16,卖出,000948,南天信息,22.25,8,800,17800.0,22.25,移出持仓池
2022-12-16,卖出,600557,康缘药业,21.35,9,900,19215.0,24.02,移出持仓池
2022-12-16,卖出,300813,泰林生物,60.3,3,300,18090.0,22.61,移出持仓池
2022-12-16,卖出,002603,以岭药业,45.19,4,400,18076.0,22.59,移出持仓池
2022-12-16,买入,000721,西安饮食,15.48,12,1200,18576.0,23.22,纳入持仓池
2022-12-16,买入,301211,亨迪药业,55.63,3,300,16689.0,20.86,纳入持仓池
2022-12-16,买入,002193,ST如意,13.32,15,1500,19980.0,24.98,纳入持仓池
2022-12-16,买入,300434,金石亚药,21.5,9,900,19350.0,24.19,纳入持仓池
2022-12-16,买入,002875,安奈儿,19.99,10,1000,19990.0,24.99,纳入持仓池
2022-12-16,买入,300779,惠城环保,29.8,6,600,17880.0,22.35,纳入持仓池
2022-12-16,买入,300039,上海凯宝,12.76,15,1500,19140.0,23.93,纳入持仓池
2022-12-16,买入,000716,黑芝麻,6.7,29,2900,19430.0,24.29,纳入持仓池
2022-12-16,买入,300553,集智股份,63.28,3,300,18984.0,23.73,纳入持仓池
2022-12-16,买入,002528,*ST英飞,6.7,29,2900,19430.0,24.29,纳入持仓池
2022-12-16,买入,605108,同庆楼,36.8,5,500,18400.0,23.0,纳入持仓池
2022-12-16,买入,002053,云南能投,31.67,6,600,19002.0,23.75,纳入持仓池
2022-12-16,买入,600818,ST中路,31.67,6,600,19002.0,23.75,纳入持仓池
2022-12-16,买入,600353,旭光电子,14.96,13,1300,19448.0,24.31,纳入持仓池
2022-12-16,持有,002992,宝明科技,55.25,--,--,--,--,继续持有
2022-12-16,持有,002077,大港股份,22.6,--,--,--,--,继续持有
2022-12-16,持有,002868,*ST绿康,52.3,--,--,--,--,继续持有
2022-12-16,持有,002866,传艺科技,41.57,--,--,--,--,继续持有
2022-12-16,持有,300565,科信技术,26.02,--,--,--,--,继续持有
2022-12-16,持有,600152,维科技术,16.3,--,--,--,--,继续持有
2022-12-16,持有,002317,众生药业,35.33,--,--,--,--,继续持有
2022-12-16,持有,688248,南网科技,55.12,--,--,--,--,继续持有
2022-12-16,持有,300795,米奥会展,43.9,--,--,--,--,继续持有
2022-12-16,持有,002634,*ST棒杰,10.0,--,--,--,--,继续持有
2022-12-16,持有,603029,天鹅股份,25.13,--,--,--,--,继续持有
2022-12-16,持有,603701,德宏股份,19.0,--,--,--,--,继续持有
2022-12-16,持有,300910,瑞丰新材,112.79,--,--,--,--,继续持有
2022-12-16,持有,002728,特一药业,28.0,--,--,--,--,继续持有
2022-12-16,持有,688659,元琛科技,19.08,--,--,--,--,继续持有
2022-12-16,持有,688359,三孚新科,82.12,--,--,--,--,继续持有
2022-12-30,卖出,002866,传艺科技,45.77,4,400,18308.0,22.89,移出持仓池
2022-12-30,卖出,301211,亨迪药业,34.65,5,500,17325.0,21.66,移出持仓池
2022-12-30,卖出,300565,科信技术,23.26,8,800,18608.0,23.26,移出持仓池
2022-12-30,卖出,002193,ST如意,9.65,20,2000,19300.0,24.12,移出持仓池
2022-12-30,卖出,002317,众生药业,26.99,7,700,18893.0,23.62,移出持仓池
2022-12-30,卖出,300434,金石亚药,13.61,14,1400,19054.0,23.82,移出持仓池
2022-12-30,卖出,300795,米奥会展,40.81,4,400,16324.0,20.41,移出持仓池
2022-12-30,卖出,300039,上海凯宝,8.06,24,2400,19344.0,24.18,移出持仓池
2022-12-30,卖出,002728,特一药业,22.55,8,800,18040.0,22.55,移出持仓池
2022-12-30,卖出,688659,元琛科技,17.13,11,1100,18843.0,23.55,移出持仓池
2022-12-30,卖出,688359,三孚新科,67.49,2,200,13498.0,16.87,移出持仓池
2022-12-30,卖出,605108,同庆楼,37.23,5,500,18615.0,23.27,移出持仓池
2022-12-30,卖出,002053,云南能投,27.22,7,700,19054.0,23.82,移出持仓池
2022-12-30,卖出,600818,ST中路,27.22,7,700,19054.0,23.82,移出持仓池
2022-12-30,卖出,600353,旭光电子,14.38,13,1300,18694.0,23.37,移出持仓池
2022-12-30,买入,002186,全 聚 德,22.83,8,800,18264.0,22.83,纳入持仓池
2022-12-30,买入,002719,ST麦趣,16.72,11,1100,18392.0,22.99,纳入持仓池
2022-12-30,买入,000610,*ST西旅,20.57,9,900,18513.0,23.14,纳入持仓池
2022-12-30,买入,600996,贵广网络,14.89,13,1300,19357.0,24.2,纳入持仓池
2022-12-30,买入,003005,竞业达,40.2,4,400,16080.0,20.1,纳入持仓池
2022-12-30,买入,301153,中科江南,106.44,1,100,10644.0,13.3,纳入持仓池
2022-12-30,买入,002095,生 意 宝,27.5,7,700,19250.0,24.06,纳入持仓池
2022-12-30,买入,300049,福瑞医科,24.43,8,800,19544.0,24.43,纳入持仓池
2022-12-30,买入,002865,钧达股份,185.1,1,100,18510.0,23.14,纳入持仓池
2022-12-30,买入,688226,威腾电气,26.26,7,700,18382.0,22.98,纳入持仓池
2022-12-30,买入,603778,国晟科技,6.92,28,2800,19376.0,24.22,纳入持仓池
2022-12-30,买入,002919,名臣健康,35.66,5,500,17830.0,22.29,纳入持仓池
2022-12-30,买入,002518,科士达,57.6,3,300,17280.0,21.6,纳入持仓池
2022-12-30,买入,600666,奥瑞德,2.39,83,8300,19837.0,24.8,纳入持仓池
2022-12-30,买入,688600,皖仪科技,24.98,8,800,19984.0,24.98,纳入持仓池
2022-12-30,持有,000721,西安饮食,17.3,--,--,--,--,继续持有
2022-12-30,持有,002868,*ST绿康,53.09,--,--,--,--,继续持有
2022-12-30,持有,002528,*ST英飞,11.22,--,--,--,--,继续持有
2022-12-30,持有,002875,安奈儿,26.4,--,--,--,--,继续持有
2022-12-30,持有,002992,宝明科技,55.5,--,--,--,--,继续持有
2022-12-30,持有,000716,黑芝麻,8.0,--,--,--,--,继续持有
2022-12-30,持有,300779,惠城环保,34.1,--,--,--,--,继续持有
2022-12-30,持有,603029,天鹅股份,29.35,--,--,--,--,继续持有
2022-12-30,持有,002077,大港股份,18.57,--,--,--,--,继续持有
2022-12-30,持有,600152,维科技术,14.77,--,--,--,--,继续持有
2022-12-30,持有,603701,德宏股份,19.68,--,--,--,--,继续持有
2022-12-30,持有,688248,南网科技,57.1,--,--,--,--,继续持有
2022-12-30,持有,002634,*ST棒杰,9.83,--,--,--,--,继续持有
2022-12-30,持有,300553,集智股份,62.3,--,--,--,--,继续持有
2022-12-30,持有,300910,瑞丰新材,123.31,--,--,--,--,继续持有
2023-01-13,卖出,000610,*ST西旅,14.47,13,1300,18811.0,23.51,移出持仓池
2023-01-13,卖出,600152,维科技术,14.7,13,1300,19110.0,23.89,移出持仓池
2023-01-13,卖出,600996,贵广网络,15.19,13,1300,19747.0,24.68,移出持仓池
2023-01-13,卖出,688248,南网科技,60.13,3,300,18039.0,22.55,移出持仓池
2023-01-13,卖出,002095,生 意 宝,21.68,9,900,19512.0,24.39,移出持仓池
2023-01-13,卖出,002865,钧达股份,196.99,1,100,19699.0,24.62,移出持仓池
2023-01-13,卖出,002919,名臣健康,33.4,5,500,16700.0,20.88,移出持仓池
2023-01-13,卖出,300553,集智股份,62.12,3,300,18636.0,23.3,移出持仓池
2023-01-13,卖出,002518,科士达,59.69,3,300,17907.0,22.38,移出持仓池
2023-01-13,卖出,600666,奥瑞德,2.3,86,8600,19780.0,24.73,移出持仓池
2023-01-13,买入,002235,安妮股份,9.65,20,2000,19300.0,24.12,纳入持仓池
2023-01-13,买入,300795,米奥会展,45.53,4,400,18212.0,22.77,纳入持仓池
2023-01-13,买入,603383,顶点软件,47.7,4,400,19080.0,23.85,纳入持仓池
2023-01-13,买入,300693,盛弘股份,67.88,2,200,13576.0,16.97,纳入持仓池
2023-01-13,买入,003029,吉大正元,36.69,5,500,18345.0,22.93,纳入持仓池
2023-01-13,买入,002262,恩华药业,24.7,8,800,19760.0,24.7,纳入持仓池
2023-01-13,买入,000948,南天信息,23.28,8,800,18624.0,23.28,纳入持仓池
2023-01-13,买入,002640,跨境通,5.6,35,3500,19600.0,24.5,纳入持仓池
2023-01-13,买入,002853,皮阿诺,22.81,8,800,18248.0,22.81,纳入持仓池
2023-01-13,买入,003027,同兴科技,32.86,6,600,19716.0,24.64,纳入持仓池
2023-01-13,持有,002868,*ST绿康,57.16,--,--,--,--,继续持有
2023-01-13,持有,000721,西安饮食,16.73,--,--,--,--,继续持有
2023-01-13,持有,002528,*ST英飞,11.46,--,--,--,--,继续持有
2023-01-13,持有,002875,安奈儿,24.78,--,--,--,--,继续持有
2023-01-13,持有,000716,黑芝麻,9.66,--,--,--,--,继续持有
2023-01-13,持有,002077,大港股份,19.22,--,--,--,--,继续持有
2023-01-13,持有,301153,中科江南,111.84,--,--,--,--,继续持有
2023-01-13,持有,300779,惠城环保,31.52,--,--,--,--,继续持有
2023-01-13,持有,003005,竞业达,38.65,--,--,--,--,继续持有
2023-01-13,持有,688226,威腾电气,29.01,--,--,--,--,继续持有
2023-01-13,持有,300049,福瑞医科,30.62,--,--,--,--,继续持有
2023-01-13,持有,002634,*ST棒杰,10.78,--,--,--,--,继续持有
2023-01-13,持有,603029,天鹅股份,25.81,--,--,--,--,继续持有
2023-01-13,持有,603701,德宏股份,19.73,--,--,--,--,继续持有
2023-01-13,持有,002186,全 聚 德,16.84,--,--,--,--,继续持有
2023-01-13,持有,603778,国晟科技,6.69,--,--,--,--,继续持有
2023-01-13,持有,002719,ST麦趣,13.5,--,--,--,--,继续持有
2023-01-13,持有,300910,瑞丰新材,132.11,--,--,--,--,继续持有
2023-01-13,持有,002992,宝明科技,54.99,--,--,--,--,继续持有
2023-01-13,持有,688600,皖仪科技,26.27,--,--,--,--,继续持有
2023-01-31,卖出,002077,大港股份,20.21,9,900,18189.0,22.74,移出持仓池
2023-01-31,卖出,300049,福瑞医科,28.6,6,600,17160.0,21.45,移出持仓池
2023-01-31,卖出,002235,安妮股份,8.37,23,2300,19251.0,24.06,移出持仓池
2023-01-31,卖出,603383,顶点软件,49.88,4,400,19952.0,24.94,移出持仓池
2023-01-31,卖出,002719,ST麦趣,11.11,18,1800,19998.0,25.0,移出持仓池
2023-01-31,卖出,300910,瑞丰新材,129.65,1,100,12965.0,16.21,移出持仓池
2023-01-31,卖出,002262,恩华药业,23.8,8,800,19040.0,23.8,移出持仓池
2023-01-31,卖出,002640,跨境通,5.14,38,3800,19532.0,24.41,移出持仓池
2023-01-31,卖出,002853,皮阿诺,21.51,9,900,19359.0,24.2,移出持仓池
2023-01-31,卖出,002992,宝明科技,48.37,4,400,19348.0,24.19,移出持仓池
2023-01-31,卖出,688600,皖仪科技,27.86,7,700,19502.0,24.38,移出持仓池
2023-01-31,卖出,003027,同兴科技,30.97,6,600,18582.0,23.23,移出持仓池
2023-01-31,买入,001236,弘业期货,21.65,9,900,19485.0,24.36,纳入持仓池
2023-01-31,买入,002279,久其软件,10.01,19,1900,19019.0,23.77,纳入持仓池
2023-01-31,买入,002401,中远海科,18.1,11,1100,19910.0,24.89,纳入持仓池
2023-01-31,买入,300585,奥联电子,32.68,6,600,19608.0,24.51,纳入持仓池
2023-01-31,买入,300051,琏升科技,11.01,18,1800,19818.0,24.77,纳入持仓池
2023-01-31,买入,002808,*ST恒久,15.82,12,1200,18984.0,23.73,纳入持仓池
2023-01-31,买入,605289,罗曼股份,33.88,5,500,16940.0,21.18,纳入持仓池
2023-01-31,买入,300396,ST迪瑞,28.08,7,700,19656.0,24.57,纳入持仓池
2023-01-31,买入,002368,太极股份,36.95,5,500,18475.0,23.09,纳入持仓池
2023-01-31,买入,300551,古鳌科技,16.82,11,1100,18502.0,23.13,纳入持仓池
2023-01-31,买入,002762,*ST金比,13.92,14,1400,19488.0,24.36,纳入持仓池
2023-01-31,买入,688201,ST信安,62.99,3,300,18897.0,23.62,纳入持仓池
2023-01-31,持有,000721,西安饮食,14.95,--,--,--,--,继续持有
2023-01-31,持有,002868,*ST绿康,61.22,--,--,--,--,继续持有
2023-01-31,持有,002528,*ST英飞,12.18,--,--,--,--,继续持有
2023-01-31,持有,000716,黑芝麻,8.42,--,--,--,--,继续持有
2023-01-31,持有,003005,竞业达,45.22,--,--,--,--,继续持有
2023-01-31,持有,300795,米奥会展,49.22,--,--,--,--,继续持有
2023-01-31,持有,603778,国晟科技,7.6,--,--,--,--,继续持有
2023-01-31,持有,301153,中科江南,115.39,--,--,--,--,继续持有
2023-01-31,持有,002634,*ST棒杰,11.82,--,--,--,--,继续持有
2023-01-31,持有,603701,德宏股份,22.45,--,--,--,--,继续持有
2023-01-31,持有,300779,惠城环保,33.88,--,--,--,--,继续持有
2023-01-31,持有,688226,威腾电气,29.5,--,--,--,--,继续持有
2023-01-31,持有,300693,盛弘股份,67.68,--,--,--,--,继续持有
2023-01-31,持有,002875,安奈儿,17.84,--,--,--,--,继续持有
2023-01-31,持有,603029,天鹅股份,24.86,--,--,--,--,继续持有
2023-01-31,持有,003029,吉大正元,39.74,--,--,--,--,继续持有
2023-01-31,持有,000948,南天信息,24.57,--,--,--,--,继续持有
2023-01-31,持有,002186,全 聚 德,15.33,--,--,--,--,继续持有
2023-02-15,卖出,002634,*ST棒杰,10.4,19,1900,19760.0,24.7,移出持仓池
2023-02-15,卖出,603701,德宏股份,19.75,10,1000,19750.0,24.69,移出持仓池
2023-02-15,卖出,688226,威腾电气,27.8,7,700,19460.0,24.32,移出持仓池
2023-02-15,卖出,300693,盛弘股份,71.53,2,200,14306.0,17.88,移出持仓池
2023-02-15,卖出,002401,中远海科,17.22,11,1100,18942.0,23.68,移出持仓池
2023-02-15,卖出,003029,吉大正元,38.09,5,500,19045.0,23.81,移出持仓池
2023-02-15,卖出,000948,南天信息,24.32,8,800,19456.0,24.32,移出持仓池
2023-02-15,卖出,002808,*ST恒久,14.1,14,1400,19740.0,24.68,移出持仓池
2023-02-15,卖出,605289,罗曼股份,27.89,7,700,19523.0,24.4,移出持仓池
2023-02-15,卖出,300396,ST迪瑞,31.6,6,600,18960.0,23.7,移出持仓池
2023-02-15,卖出,300551,古鳌科技,15.35,13,1300,19955.0,24.94,移出持仓池
2023-02-15,卖出,002762,*ST金比,12.5,16,1600,20000.0,25.0,移出持仓池
2023-02-15,卖出,688201,ST信安,66.74,2,200,13348.0,16.68,移出持仓池
2023-02-15,买入,302132,中航成飞,54.18,3,300,16254.0,20.32,纳入持仓池
2023-02-15,买入,688787,海天瑞声,244.8,0,0,0.0,0.0,纳入持仓池
2023-02-15,买入,300716,*ST泉为,26.1,7,700,18270.0,22.84,纳入持仓池
2023-02-15,买入,002362,汉王科技,36.25,5,500,18125.0,22.66,纳入持仓池
2023-02-15,买入,688617,惠泰医疗,344.15,0,0,0.0,0.0,纳入持仓池
2023-02-15,买入,002882,金龙羽,22.2,9,900,19980.0,24.98,纳入持仓池
2023-02-15,买入,002235,安妮股份,9.34,21,2100,19614.0,24.52,纳入持仓池
2023-02-15,买入,002348,高乐股份,4.6,43,4300,19780.0,24.73,纳入持仓池
2023-02-15,买入,002568,百润股份,42.98,4,400,17192.0,21.49,纳入持仓池
2023-02-15,买入,300250,初灵信息,24.36,8,800,19488.0,24.36,纳入持仓池
2023-02-15,买入,300491,通合科技,29.4,6,600,17640.0,22.05,纳入持仓池
2023-02-15,买入,603200,上海洗霸,29.35,6,600,17610.0,22.01,纳入持仓池
2023-02-15,买入,600536,中国软件,75.11,2,200,15022.0,18.78,纳入持仓池
2023-02-15,持有,000721,西安饮食,14.41,--,--,--,--,继续持有
2023-02-15,持有,000716,黑芝麻,9.61,--,--,--,--,继续持有
2023-02-15,持有,002528,*ST英飞,10.73,--,--,--,--,继续持有
2023-02-15,持有,300779,惠城环保,43.7,--,--,--,--,继续持有
2023-02-15,持有,300795,米奥会展,58.6,--,--,--,--,继续持有
2023-02-15,持有,300585,奥联电子,39.89,--,--,--,--,继续持有
2023-02-15,持有,603778,国晟科技,8.2,--,--,--,--,继续持有
2023-02-15,持有,301153,中科江南,125.98,--,--,--,--,继续持有
2023-02-15,持有,300051,琏升科技,12.92,--,--,--,--,继续持有
2023-02-15,持有,003005,竞业达,43.77,--,--,--,--,继续持有
2023-02-15,持有,002368,太极股份,38.65,--,--,--,--,继续持有
2023-02-15,持有,603029,天鹅股份,26.1,--,--,--,--,继续持有
2023-02-15,持有,001236,弘业期货,16.87,--,--,--,--,继续持有
2023-02-15,持有,002868,*ST绿康,54.21,--,--,--,--,继续持有
2023-02-15,持有,002875,安奈儿,16.96,--,--,--,--,继续持有
2023-02-15,持有,002186,全 聚 德,15.22,--,--,--,--,继续持有
2023-02-15,持有,002279,久其软件,8.9,--,--,--,--,继续持有
2023-02-28,卖出,000716,黑芝麻,9.69,20,2000,19380.0,24.23,移出持仓池
2023-02-28,卖出,300585,奥联电子,21.05,9,900,18945.0,23.68,移出持仓池
2023-02-28,卖出,688617,惠泰医疗,353.18,0,0,0.0,0.0,移出持仓池
2023-02-28,卖出,001236,弘业期货,16.62,12,1200,19944.0,24.93,移出持仓池
2023-02-28,卖出,002882,金龙羽,17.44,11,1100,19184.0,23.98,移出持仓池
2023-02-28,卖出,002235,安妮股份,8.63,23,2300,19849.0,24.81,移出持仓池
2023-02-28,卖出,002348,高乐股份,4.46,44,4400,19624.0,24.53,移出持仓池
2023-02-28,卖出,002568,百润股份,42.03,4,400,16812.0,21.02,移出持仓池
2023-02-28,卖出,300250,初灵信息,17.96,11,1100,19756.0,24.7,移出持仓池
2023-02-28,卖出,002186,全 聚 德,15.17,13,1300,19721.0,24.65,移出持仓池
2023-02-28,卖出,603200,上海洗霸,24.75,8,800,19800.0,24.75,移出持仓池
2023-02-28,卖出,002279,久其软件,8.88,22,2200,19536.0,24.42,移出持仓池
2023-02-28,卖出,600536,中国软件,71.42,2,200,14284.0,17.86,移出持仓池
2023-02-28,买入,920152,昆工科技,20.8,9,900,18720.0,23.4,纳入持仓池
2023-02-28,买入,002229,鸿博股份,15.24,13,1300,19812.0,24.77,纳入持仓池
2023-02-28,买入,002728,特一药业,27.39,7,700,19173.0,23.97,纳入持仓池
2023-02-28,买入,301211,亨迪药业,40.08,4,400,16032.0,20.04,纳入持仓池
2023-02-28,买入,688697,纽威数控,29.45,6,600,17670.0,22.09,纳入持仓池
2023-02-28,买入,603100,川仪股份,40.09,4,400,16036.0,20.05,纳入持仓池
2023-02-28,买入,300229,拓尔思,24.2,8,800,19360.0,24.2,纳入持仓池
2023-02-28,买入,002762,*ST金比,14.64,13,1300,19032.0,23.79,纳入持仓池
2023-02-28,买入,000032,深桑达Ａ,26.02,7,700,18214.0,22.77,纳入持仓池
2023-02-28,买入,688310,迈得医疗,41.56,4,400,16624.0,20.78,纳入持仓池
2023-02-28,买入,300723,一品红,48.69,4,400,19476.0,24.34,纳入持仓池
2023-02-28,买入,600557,康缘药业,25.85,7,700,18095.0,22.62,纳入持仓池
2023-02-28,买入,002808,*ST恒久,15.14,13,1300,19682.0,24.6,纳入持仓池
2023-02-28,持有,302132,中航成飞,52.38,--,--,--,--,继续持有
2023-02-28,持有,688787,海天瑞声,214.2,--,--,--,--,继续持有
2023-02-28,持有,002528,*ST英飞,11.45,--,--,--,--,继续持有
2023-02-28,持有,000721,西安饮食,14.34,--,--,--,--,继续持有
2023-02-28,持有,300779,惠城环保,42.53,--,--,--,--,继续持有
2023-02-28,持有,002362,汉王科技,33.25,--,--,--,--,继续持有
2023-02-28,持有,002368,太极股份,42.76,--,--,--,--,继续持有
2023-02-28,持有,003005,竞业达,40.37,--,--,--,--,继续持有
2023-02-28,持有,300795,米奥会展,54.7,--,--,--,--,继续持有
2023-02-28,持有,300716,*ST泉为,20.3,--,--,--,--,继续持有
2023-02-28,持有,002875,安奈儿,18.79,--,--,--,--,继续持有
2023-02-28,持有,300051,琏升科技,13.12,--,--,--,--,继续持有
2023-02-28,持有,603029,天鹅股份,25.91,--,--,--,--,继续持有
2023-02-28,持有,301153,中科江南,107.44,--,--,--,--,继续持有
2023-02-28,持有,603778,国晟科技,6.84,--,--,--,--,继续持有
2023-02-28,持有,300491,通合科技,25.95,--,--,--,--,继续持有
2023-02-28,持有,002868,*ST绿康,47.1,--,--,--,--,继续持有
2023-03-16,卖出,920152,昆工科技,18.69,10,1000,18690.0,23.36,移出持仓池
2023-03-16,卖出,002229,鸿博股份,12.28,16,1600,19648.0,24.56,移出持仓池
2023-03-16,卖出,002728,特一药业,23.0,8,800,18400.0,23.0,移出持仓池
2023-03-16,卖出,002875,安奈儿,16.94,11,1100,18634.0,23.29,移出持仓池
2023-03-16,卖出,301211,亨迪药业,31.27,6,600,18762.0,23.45,移出持仓池
2023-03-16,卖出,300051,琏升科技,11.94,16,1600,19104.0,23.88,移出持仓池
2023-03-16,卖出,301153,中科江南,115.0,1,100,11500.0,14.38,移出持仓池
2023-03-16,卖出,688697,纽威数控,25.51,7,700,17857.0,22.32,移出持仓池
2023-03-16,卖出,603100,川仪股份,37.99,5,500,18995.0,23.74,移出持仓池
2023-03-16,卖出,300229,拓尔思,21.2,9,900,19080.0,23.85,移出持仓池
2023-03-16,卖出,002762,*ST金比,12.82,15,1500,19230.0,24.04,移出持仓池
2023-03-16,卖出,603778,国晟科技,6.19,32,3200,19808.0,24.76,移出持仓池
2023-03-16,卖出,300723,一品红,48.0,4,400,19200.0,24.0,移出持仓池
2023-03-16,卖出,300491,通合科技,22.0,9,900,19800.0,24.75,移出持仓池
2023-03-16,卖出,002868,*ST绿康,43.76,4,400,17504.0,21.88,移出持仓池
2023-03-16,买入,300972,万辰集团,32.51,6,600,19506.0,24.38,纳入持仓池
2023-03-16,买入,300624,万兴科技,69.58,2,200,13916.0,17.39,纳入持仓池
2023-03-16,买入,601698,中国卫通,25.16,7,700,17612.0,22.02,纳入持仓池
2023-03-16,买入,688292,浩瀚深度,37.18,5,500,18590.0,23.24,纳入持仓池
2023-03-16,买入,300964,本川智能,62.01,3,300,18603.0,23.25,纳入持仓池
2023-03-16,买入,688365,光云科技,18.8,10,1000,18800.0,23.5,纳入持仓池
2023-03-16,买入,603083,剑桥科技,22.54,8,800,18032.0,22.54,纳入持仓池
2023-03-16,买入,300212,*ST易录,30.98,6,600,18588.0,23.23,纳入持仓池
2023-03-16,买入,300912,凯龙高科,29.25,6,600,17550.0,21.94,纳入持仓池
2023-03-16,买入,002912,中新赛克,44.93,4,400,17972.0,22.46,纳入持仓池
2023-03-16,买入,300418,昆仑万维,26.65,7,700,18655.0,23.32,纳入持仓池
2023-03-16,买入,600602,云赛智联,11.98,16,1600,19168.0,23.96,纳入持仓池
2023-03-16,买入,603998,方盛制药,12.02,16,1600,19232.0,24.04,纳入持仓池
2023-03-16,买入,002348,高乐股份,4.48,44,4400,19712.0,24.64,纳入持仓池
